CustomerID,Recency,Frequency,MonetaryTotal,Cluster,Churn
13173,4,2,353.65000000000003,2,0
15858,16,5,1438.85,2,0
15180,367,1,87.5,0,1
12347,2,7,4310.000000000001,2,0
14739,2,8,3899.1,2,0
16293,9,12,2236.74,2,0
17419,11,14,4200.97,2,0
16775,10,11,1695.66,2,0
16306,214,9,602.2700000000001,0,1
16950,57,3,1178.56,2,0
17591,73,8,2215.0200000000004,2,0
12839,3,16,5583.62,2,0
13807,367,1,112.6,0,1
16125,367,1,289.35,0,1
15081,22,6,487.35,2,0
18102,1,62,256438.49,1,0
16365,18,9,1540.42,2,0
17870,2,13,1889.4,2,0
14821,367,1,48.8,0,1
16863,29,4,481.35,2,0
13078,1,43,12432.28,2,0
13267,3,27,4404.4400000000005,2,0
13050,9,28,5684.61,2,0
12709,3,26,9294.1,2,0
15628,5,10,2865.64,2,0
12386,338,2,401.9,0,1
14796,1,27,7839.51,2,0
16779,2,28,10454.05,2,0
13599,1,33,5030.6,2,0
13329,32,4,740.3999999999999,2,0
18077,8,11,2633.01,2,0
14744,16,9,1088.53,2,0
17406,330,5,1928.72,0,1
15750,3,9,2451.23,2,0
13983,30,13,2590.46,2,0
13842,59,9,3385.6200000000003,2,0
12441,367,1,173.55,0,1
13199,4,39,9803.96,2,0
14032,2,18,2929.84,2,0
17706,4,22,10097.37,2,0
16081,56,5,2806.9,2,0
16525,2,29,11895.57,2,0
14952,46,15,7912.790000000001,2,0
17975,15,14,4393.610000000001,2,0
16122,73,4,684.42,2,0
13126,5,10,2056.29,2,0
15973,236,3,99.77,0,1
16558,1,24,8257.04,2,0
16713,19,21,6840.2300000000005,2,0
16893,367,1,145.93,0,1
15529,23,12,3967.78,2,0
18043,25,3,559.51,2,0
16016,3,10,1483.31,2,0
17722,96,6,2380.6400000000003,2,1
17324,18,4,990.23,2,0
17341,157,3,781.3599999999999,0,1
14051,1,26,15477.34,2,0
15916,16,10,1491.2400000000002,2,0
16233,71,5,422.13,2,0
16385,60,3,555.89,2,0
15032,256,5,4464.1,0,1
17213,40,11,2741.08,2,0
18061,22,10,2119.41,2,0
13113,1,40,10510.0,2,0
16553,163,14,5664.57,2,1
13455,25,4,1007.35,2,0
14217,2,24,1925.36,2,0
17262,52,5,1253.36,2,0
14299,8,18,2855.3500000000004,2,0
18259,25,3,2338.6000000000004,2,0
17676,4,7,1383.2700000000002,2,0
16679,366,1,129.75,0,1
18269,358,2,138.9,0,1
12766,4,7,6989.63,2,0
15298,2,14,3774.1,2,0
18193,151,3,212.96,0,1
13523,33,6,3755.38,2,0
12870,366,1,-14.9,0,1
15005,16,35,6180.49,2,0
15581,121,14,3429.9700000000003,2,1
15680,9,3,1333.6799999999998,2,0
13649,257,2,346.6,0,1
17894,72,8,1119.81,2,0
13270,366,1,590.0,0,1
14618,9,4,538.59,2,0
14866,11,13,14197.45,2,0
13077,1,4,729.2700000000001,2,0
13115,9,14,2205.63,2,0
13531,205,2,483.80000000000007,0,1
13848,92,3,1255.0,2,1
13140,108,3,423.72,2,1
15713,143,3,346.75,0,1
17999,37,2,382.06000000000006,2,0
15347,366,1,201.6,0,1
17340,9,16,11891.18,2,0
13984,27,6,488.03,2,0
15996,88,7,1044.7800000000002,2,0
14030,18,8,2360.09,2,0
16252,366,1,-295.09000000000003,0,1
16596,16,2,250.15,2,0
16700,9,17,5040.0,2,0
16011,8,16,3362.71,2,0
17655,11,8,2571.7400000000007,2,0
16717,9,9,3278.36,2,0
14243,9,14,2535.88,2,0
12963,8,9,1841.03,2,0
15079,213,5,893.6600000000001,0,1
14437,143,2,-43.400000000000006,0,1
12942,131,3,683.9000000000001,2,1
15660,25,12,1552.0099999999998,2,0
18092,2,12,9065.76,2,0
15358,5,29,8234.8,2,0
12481,23,11,5590.860000000001,2,0
12721,32,7,2628.98,2,0
12621,2,23,13612.07,2,0
18071,258,2,453.0,0,1
12683,4,20,8221.09,2,0
12755,250,4,2203.2,0,1
13854,9,29,8025.019999999999,2,0
12797,360,3,194.18,0,1
13369,354,2,263.75,0,1
12494,10,13,1139.35,2,0
17857,3,25,26763.34,2,0
17411,12,4,748.94,2,0
14932,366,1,363.53,0,1
12429,9,4,3750.4,2,0
14987,16,2,326.4,2,0
14355,366,1,174.4,0,1
17526,1,8,706.7,2,0
14896,205,2,468.77,0,1
14440,8,5,2357.6800000000003,2,0
13240,96,4,663.6500000000001,2,1
14479,254,2,316.24999999999994,0,1
16065,365,1,372.09,0,1
17430,33,2,265.76000000000005,2,0
16520,186,4,1036.62,0,1
15945,365,1,181.0,0,1
15181,66,5,680.28,2,0
15856,4,31,16173.67,2,0
13102,1,27,6336.29,2,0
14205,11,4,218.78,2,0
17702,30,6,1719.7200000000005,2,0
15271,7,16,2485.82,2,0
13982,39,5,1861.11,2,0
15288,43,5,2306.5200000000004,2,0
17978,365,1,300.92,0,1
16795,365,1,414.88,0,1
16519,25,2,215.08,2,0
17816,37,4,36.56,2,0
13021,4,12,2584.4,2,0
16255,17,10,2609.3,2,0
17671,16,6,1284.0800000000002,2,0
17646,219,4,995.66,0,1
12649,107,4,603.71,2,1
16350,21,5,1100.4699999999998,2,0
12872,327,2,599.9700000000001,0,1
17339,94,2,243.36,2,1
18230,9,10,2716.6,2,0
16499,360,5,319.1,0,1
17097,2,9,937.92,2,0
15192,120,3,1044.3200000000002,2,1
14441,1,10,1545.14,2,0
15279,355,2,277.41,0,1
16579,365,1,-30.6,0,1
15380,9,6,1682.36,2,0
17442,29,10,2210.26,2,0
17950,72,4,472.12,2,0
12826,3,8,1468.12,2,0
17456,365,1,249.86,0,1
17307,365,1,-152.64,0,1
15811,17,9,2171.32,2,0
13327,39,9,3617.5699999999993,2,0
17700,17,6,2508.89,2,0
13136,50,11,2545.38,2,0
15535,173,7,459.9,0,1
12605,365,1,-7.5,0,1
15329,35,5,1005.5,2,0
15211,60,2,894.41,2,0
15596,101,9,1343.34,2,1
16163,225,3,441.6000000000001,0,1
16907,29,5,981.65,2,0
17576,8,22,3457.78,2,0
14713,9,12,2664.26,2,0
14702,1,18,3250.6400000000003,2,0
13230,4,15,2763.41,2,0
13969,7,20,8986.689999999999,2,0
17530,1,10,2385.0,2,0
15805,23,20,5452.17,2,0
17696,38,14,2201.05,2,0
17076,36,3,841.0799999999999,2,0
17827,5,5,1995.46,2,0
16265,9,11,5423.15,2,0
17880,365,1,458.92,0,1
13000,107,3,534.8500000000001,2,1
17790,27,14,1965.55,2,0
12731,24,14,18793.41,2,0
14419,11,6,1058.06,2,0
14082,365,1,182.25,0,1
17912,310,6,295.61,0,1
15723,365,1,203.1,0,1
16656,22,21,8568.24,2,0
14037,176,2,147.2,0,1
14256,254,3,935.06,0,1
14543,4,21,2916.1700000000005,2,0
16062,10,4,1153.62,2,0
18116,68,8,1418.03,2,0
16019,2,10,3450.24,2,0
18178,114,6,1573.41,2,1
18065,6,15,2380.08,2,0
13148,29,17,3348.4800000000005,2,0
12989,3,19,6854.51,2,0
14107,52,8,2688.48,2,0
15881,312,8,438.24,0,1
12785,3,2,305.71,2,0
16727,364,1,272.81999999999994,0,1
15514,12,13,2963.19,2,0
13787,76,2,309.04,2,0
17865,31,27,10158.54,2,0
17220,24,14,3198.25,2,0
16565,364,1,173.7,0,1
16873,5,10,7066.31,2,0
14062,10,12,10464.850000000002,2,0
15179,18,7,2186.2000000000007,2,0
18016,32,5,1483.56,2,0
14448,9,2,375.35,2,0
15503,363,1,147.09,0,1
17251,363,1,283.28,0,1
16923,12,26,6666.83,2,0
14159,20,14,4678.3,2,0
17126,152,7,991.85,0,1
15224,358,3,310.48,0,1
14577,13,4,859.7100000000002,2,0
12753,4,11,21024.01,2,0
17236,13,6,916.13,2,0
17372,41,8,1342.68,2,0
16367,37,2,804.49,2,0
12875,143,2,343.2300000000001,0,1
17917,45,3,341.28000000000003,2,0
16010,246,3,407.50000000000006,0,1
17085,123,6,1555.0500000000002,2,1
13668,3,29,6216.07,2,0
14684,26,5,1236.2799999999995,2,0
17188,11,9,2275.58,2,0
15547,7,14,4954.84,2,0
15998,37,6,3084.17,2,0
14413,362,1,122.7,0,1
18004,362,1,169.47,0,1
13959,79,3,598.1999999999999,2,0
16665,362,1,135.39999999999998,0,1
15454,362,1,179.10000000000002,0,1
15044,19,22,7629.380000000001,2,0
17937,9,7,4301.22,2,0
14608,4,4,1785.15,2,0
17618,6,3,971.5800000000002,2,0
14505,17,11,5818.700000000001,2,0
18037,154,6,70.02,0,1
13198,10,8,3384.09,2,0
12540,20,19,13309.04,2,0
13225,3,8,6083.04,2,0
15361,362,1,418.9200000000001,0,1
15689,120,2,254.1,2,1
14290,11,6,2307.45,2,0
13209,30,11,5820.16,2,0
13999,10,15,3865.26,2,0
14498,43,5,1957.32,2,0
15854,4,12,2974.65,2,0
16701,9,18,5150.27,2,0
16927,116,3,543.0500000000001,2,1
17990,237,3,630.84,0,1
14544,24,2,2024.45,2,0
17338,17,10,6612.18,2,0
17231,12,14,3127.82,2,0
17799,22,11,3026.08,2,0
14565,96,6,3073.77,2,1
16726,26,5,1382.02,2,0
17303,361,1,250.04,0,1
14639,52,8,2952.34,2,0
17611,4,19,3947.87,2,0
17179,178,3,711.79,0,1
17524,361,1,145.0,0,1
12476,1,20,6546.58,2,0
17293,8,9,1875.11,2,0
17890,323,2,602.0900000000001,0,1
17375,190,4,372.5,0,1
17371,17,3,423.88999999999993,2,0
17969,166,2,228.2,0,1
15159,2,34,18573.68,2,0
13211,10,3,1197.42,2,0
15777,241,5,1021.61,0,1
14525,9,13,4221.369999999999,2,0
13324,32,12,7072.799999999998,2,0
13802,138,6,3906.27,2,1
13948,361,1,102.0,0,1
13008,323,2,178.47,0,1
14206,239,2,308.26,0,1
16202,361,1,365.27,0,1
16442,2,3,616.79,2,0
18075,23,14,2538.7200000000003,2,0
15468,35,5,438.46,2,0
16570,9,15,3622.95,2,0
14524,32,9,1867.6800000000003,2,0
18141,361,1,-35.400000000000006,0,1
12434,85,4,765.1899999999999,2,0
16810,192,2,275.64,0,1
14961,11,12,7006.58,2,0
17041,27,4,1065.77,2,0
16458,3,18,3482.7400000000007,2,0
16083,101,2,1317.62,2,1
16262,361,1,-31.65,0,1
17194,274,2,262.62,0,1
14057,24,18,6147.4,2,0
14871,3,4,522.38,2,0
13178,26,11,5725.469999999999,2,0
18044,4,11,2085.65,2,0
16812,361,1,479.3500000000001,0,1
16191,3,25,4913.320000000001,2,0
12370,51,4,3545.69,2,0
14298,3,45,50862.44,1,0
17158,32,3,1266.97,2,0
14415,1,18,5811.56,2,0
16899,8,6,1281.56,2,0
16531,22,7,1244.59,2,0
17404,4,18,30300.82,2,0
16556,67,7,3313.79,2,0
16805,174,2,460.5899999999999,0,1
16503,107,5,1421.4299999999998,2,1
17739,12,8,2786.05,2,0
13238,11,5,680.8299999999999,2,0
12829,322,3,253.05,0,1
13097,33,14,5893.32,2,0
12867,26,10,3986.22,2,0
15392,5,5,1515.73,2,0
13846,25,4,847.6099999999999,2,0
14401,4,14,4039.98,2,0
16145,9,18,3741.98,2,0
17629,6,9,1784.12,2,0
14150,36,2,658.64,2,0
13496,11,3,617.93,2,0
13611,89,4,1158.2,2,0
16954,1,9,2085.08,2,0
17454,192,4,517.53,0,1
17449,2,8,2504.86,2,0
17230,264,11,3466.67,0,1
12865,26,3,1548.07,2,0
15950,2,5,1705.2599999999998,2,0
15512,156,2,121.0,0,1
17525,360,1,422.7,0,1
13458,7,22,9537.92,2,0
14426,19,16,3918.9,2,0
16003,30,5,2735.37,2,0
13092,71,6,459.83,2,0
13426,1,12,3550.7,2,0
15101,9,3,310.03,2,0
17033,86,3,1030.14,2,0
13221,240,2,847.4100000000001,0,1
14201,60,9,688.0400000000001,2,0
17692,127,5,733.4399999999998,2,1
15822,3,2,885.4699999999999,2,0
16134,22,3,603.6900000000002,2,0
17551,359,1,306.84000000000003,0,1
18050,359,1,74.4,0,1
14913,36,4,1227.43,2,0
12666,359,1,-227.44,0,1
15641,105,4,1887.2,2,1
13124,90,3,3866.33,2,0
17214,60,7,984.12,2,0
15456,283,3,447.22,0,1
15062,71,4,987.86,2,0
12928,35,5,2062.7,2,0
15727,17,7,5178.959999999999,2,0
17980,166,3,811.45,0,1
15290,5,21,7803.769999999999,2,0
17752,359,1,80.64,0,1
15615,10,27,10360.04,2,0
12577,35,4,595.4,2,0
17044,9,3,897.43,2,0
13829,359,1,-102.0,0,1
17633,31,6,1242.34,2,0
13266,11,19,3717.67,2,0
17820,191,2,-24.05,0,1
15664,51,2,358.63,2,0
17189,106,2,384.4,2,1
17496,359,1,271.05,0,1
16607,18,16,3038.67,2,0
13317,64,9,2140.07,2,0
13890,1,14,1860.86,2,0
17001,1,11,3989.57,2,0
15246,238,2,514.15,0,1
16996,30,9,1427.4600000000005,2,0
15482,16,16,6568.72,2,0
16037,270,3,855.0200000000001,0,1
14841,53,6,3295.76,2,0
16670,17,17,4022.46,2,0
16985,17,11,5461.619999999999,2,0
16705,1,29,13946.13,2,0
16470,52,5,757.44,2,0
14414,92,8,1485.1300000000003,2,1
15563,9,7,1319.69,2,0
12980,156,12,7092.060000000001,2,1
16746,5,19,6694.31,2,0
14878,13,9,1485.5400000000002,2,0
16743,29,8,2191.84,2,0
17146,106,3,749.78,2,1
